CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Cortical_neurons,Hepatocytes,Lung_cells,Pancreatic_beta_cells,Pancreatic_acinar_cells,Pancreatic_duct_cells,Vascular_endothelial_cells,Colon_epithelial_cells,Left_atrium,Bladder,Breast,Head_and_neck_larynx,Kidney,Prostate,Thyroid,Upper_GI,Uterus_cervix
cg14685095,0.0075,0.022,0.0148,0.0085,0.0176,0.0066,0.0063,0.0102,0.0177,0.0177,0.0301,0.02795,0.3164,0.0727,0.0229,0.036,0.0036,0.0155,0.0114,0.0064,0.0162,0.0535,0.0152,0.0478,0.0308
cg04241652,0.0154,0.0717,0.0187,0.0171,0.0269,0.0108,0.0047,0.0082,0.0228,0.0223,0.0138,0.18295,0.5464,0.0257,0.0306,0.0218,0.0236,0.1382,0.0399,0.0387,0.0201,0.0328,0.0175,0.0539,0.0402
cg18912855,0.0158,0.0532,0.0418,0.0757,0.0336,0.0066,0.0527,0.0709,0.0274,0.04,0.0042,0.11875,0.6469,0.1638,0.0422,0.0246,0.0122,0.0408,0.0483,0.0246,0.0389,0.0263,0.0302,0.0143,0.0604
cg16094412,0.005,0.0099,0.0086,0.0063,0.0084,0.0076,0.0075,0.005,0.2516,0.0056,0.0098,0.041775,0.3023,0.048,0.0145,0.0096,0.0096,0.0061,0.0108,0.0074,0.0048,0.0026,0.0064,0.0051,0.0085
cg26243894,0.0025,0.0056,0.0049,0.0028,0.0035,0.0051,4e-04,0.0017,0.0769,0.042,0.0055,0.06395,0.1719,0.031,0.0041,0.0021,0.0019,0,0.0032,0.002,0.0045,0.0012,0.0187,0.0015,0.0022
cg12155013,0.0239,0.0251,0.023,0.0193,0.0252,0.0241,0.029,0.0334,0.0226,0.0323,0.0232,0.20995,0.6006,0.0603,0.032,0.0302,0.0417,0.0359,0.0478,0.0509,0.044,0.0442,0.0432,0.0388,0.0465
cg21126344,0.0134,0.0221,0.0215,0.011,0.0387,0.0094,0.0089,0.004,0.0066,0.0677,0.2652,0.117525,0.486,0.0027,0.0182,0.0084,0.0048,0.0067,0.0165,0.0476,0.0932,0.0035,0.0033,0.0028,0.0243
cg05415131,0.0278,0.0328,0.07,0.048,0.1044,0.0292,0.0174,0.0067,0.0213,0.0183,0.0228,0.11965,0.5291,0.0508,0.0424,0.0362,0.0145,0.0091,0.0303,0.009,0.016,0.126,0.0089,0.017,0.0126
cg19664267,0.0084,0.0098,0.0093,0.0091,0.009,0.0076,0.0035,0.0075,0.055,0.3641,0.0078,0.2637,0.7521,0.1121,0.009,0.016,0.0038,0,0.0091,0.0038,0.2207,0.0876,0.0056,9e-04,0.0041
cg27098900,0.0244,0.0233,0.0256,0.0252,0.0312,0.0256,0.0129,0.0107,0.0483,0.2118,0.0243,0.264325,0.7114,0.1141,0.033,0.0341,0.0106,0.0057,0.0124,0.0047,0.2184,0.0249,0.0108,0.0054,0.0083
cg01272707,0.0055,0.0057,0.005,0.0019,0.0044,0.0054,0.0024,0.01,0.0112,0.0055,0.005,0.141925,0.051,0.4566,0.0183,0.0097,0.0056,0,0.0225,0.0031,0.0388,0.0749,0.0056,0,0.0039
cg07822305,0.0279,0.0252,0.0312,0.0261,0.026,0.0254,0.0148,0.0245,0.0631,0.0329,0.0207,0.18955,0.0885,0.3211,0.0296,0.0234,0.0283,0.0237,0.0271,0.026,0.0297,0.0252,0.0282,0.025,0.0268
cg25743043,0.0058,0.0092,0.0105,0.007,0.0086,0.0078,0.0025,0.0054,0.0243,0.0065,0.0025,0.162725,0.0672,0.3139,0.0209,0.0089,0.0044,0.0054,0.004,0.0016,0.0053,0.0013,0.002,0.0043,0.0035
cg23304296,0.0585,0.0709,0.0678,0.0638,0.0613,0.0621,0.0471,0.0638,0.1016,0.0745,0.0674,0.164325,0.1062,0.2525,0.0756,0.0698,0.0596,0.0607,0.0694,0.0676,0.0589,0.063,0.0682,0.0651,0.0729
cg10025396,0.0046,0.0048,0.0043,0.0036,0.0051,0.0044,3e-04,0.0018,0.0056,0.0077,0.0035,0.0417,0.1,0.1782,0.0088,0.0081,0.0025,0.003,0.0023,0.0016,0.0047,0.0342,0.0033,0.0028,0.0031
cg21617762,0.0165,0.0273,0.0222,0.0133,0.0385,0.0154,0.01,0.0203,0.0135,0.0093,0.0186,0.13355,0.2298,0.4187,0.012,0.0089,0.0136,0.011,0.0249,0.0048,0.0156,0.0187,0.0081,0.0064,0.0102
cg02379082,0.1053,0.1283,0.1351,0.1167,0.1485,0.1056,0.0633,0.0615,0.097,0.0627,0.1261,0.333025,0.2953,0.5505,0.088,0.0534,0.0523,0.1044,0.1266,0.0996,0.11,0.1422,0.1043,0.0654,0.0923
cg08124910,0.0036,0.0049,0.0062,0.0075,0.0056,0.006,0.0032,0.0134,0.0123,0.0059,0.0057,0.0983,0.0831,0.2611,0.0195,0.0173,0.0031,0.003,0.0099,0.0539,0.0502,0.006,0.0038,0.0095,0.0075
cg01627847,0.0053,0.0079,0.0096,0.0059,0.0045,0.008,0.0174,0.0523,0.0299,0.0214,0.0075,0.212725,0.1502,0.4206,0.0388,0.0409,0.0438,0.039,0.0424,0.1371,0.1381,0.0318,0.0332,0.035,0.0507
cg03048083,0.0136,0.0155,0.0176,0.0111,0.0122,0.0127,0.0139,0.0359,0.0232,0.0197,0.0109,0.134675,0.1236,0.3603,0.0319,0.0487,0.0214,0.0185,0.0228,0.1204,0.1164,0.0152,0.0118,0.0212,0.011
cg17222164,0.0449,0.0493,0.0486,0.049,0.0454,0.0441,0.0487,0.0758,0.0747,0.0677,0.0425,0.185525,0.1432,0.3527,0.0832,0.0691,0.0494,0.0567,0.0761,0.1417,0.1432,0.0635,0.0588,0.0686,0.0732
cg00149473,0.0121,0.01,0.0128,0.0094,0.0176,0.0138,0.0141,0.023,0.0262,0.0911,0.0266,0.436575,0.2643,0.6986,0.0208,0.0875,0.031,0.0277,0.0226,0.0164,0.028,0.043,0.0295,0.031,0.0248
cg14862207,0.018,0.0199,0.0195,0.0172,0.021,0.0158,0.046,0.022,0.343,0.0225,0.0167,0.374475,0.0963,0.6815,0.0494,0.0227,0.077,0.0067,0.1852,0.0267,0.0237,0.076,0.0169,0.0281,0.0885
cg03026373,0.003,0.0049,0.004,0.0084,0.0062,0.0048,0.0053,0.0012,0.2854,0.0217,0.0124,0.2675,0.0708,0.5487,0.0226,0.0096,0.0456,0.0121,0.1066,0.0149,0.0154,0.0391,0.0115,0.0148,0.0571
cg04138361,0.0083,0.0072,0.0092,0.0078,0.0086,0.0067,0.0244,0.0208,0.1643,0.0281,0.0122,0.096525,0.0716,0.3036,0.0308,0.0171,0.0764,0.0272,0.0383,0.0351,0.0644,0.0418,0.1675,0.0316,0.029
cg11384924,0.1796,0.1979,0.1942,0.1857,0.1982,0.1898,0.1042,0.1853,0.4078,0.2075,0.184,0.2283,0.2437,0.4462,0.1956,0.1817,0.1587,0.1532,0.1356,0.1687,0.1429,0.1987,0.2642,0.1299,0.1578
cg27181765,0.0159,0.0169,0.0222,0.0171,0.0208,0.0194,0.0419,0.0341,0.2083,0.0488,0.0219,0.10345,0.0649,0.2919,0.042,0.0299,0.0912,0.0402,0.0369,0.0392,0.0478,0.0508,0.0977,0.0389,0.0505
cg13586420,0.008,0.0093,0.0064,0.0054,0.0084,0.0108,0.0027,0.0077,0.1152,0.0102,0.0118,0.041075,0.0243,0.2117,0.0136,0.0179,0.0173,0.0058,0.0093,0.0138,0.0199,0.0222,0.0332,0.0149,0.014
cg04770813,0.0172,0.016,0.0164,0.0148,0.0129,0.0138,0.0197,0.0137,0.1151,0.0461,0.0214,0.04525,0.0413,0.1489,0.0267,0.0243,0.0387,0.0312,0.0186,0.0091,0.0221,0.0185,0.0575,0.0069,0.0155
cg01635061,0.081,0.0878,0.0893,0.0742,0.1101,0.0768,0.0455,0.1071,0.3974,0.1349,0.1132,0.277675,0.2018,0.5036,0.1346,0.0948,0.1107,0.0795,0.1363,0.1622,0.153,0.2044,0.3264,0.1162,0.1428
cg19069346,0.0323,0.0448,0.0412,0.036,0.0567,0.0304,0.0335,0.0486,0.1062,0.0348,0.0336,0.163825,0.1028,0.6409,0.0332,0.0233,0.0697,0.0544,0.1176,0.0466,0.0636,0.0523,0.0414,0.0953,0.0578
cg12938068,0.0444,0.0745,0.0461,0.0446,0.052,0.051,0.0238,0.0257,0.0548,0.0228,0.0404,0.405625,0.1786,0.6279,0.0322,0.0894,0.0319,0.0462,0.0397,0.0162,0.0238,0.0777,0.0196,0.0275,0.0241
cg14862207,0.018,0.0199,0.0195,0.0172,0.021,0.0158,0.046,0.022,0.343,0.0225,0.0167,0.374475,0.0963,0.6815,0.0494,0.0227,0.077,0.0067,0.1852,0.0267,0.0237,0.076,0.0169,0.0281,0.0885
cg03026373,0.003,0.0049,0.004,0.0084,0.0062,0.0048,0.0053,0.0012,0.2854,0.0217,0.0124,0.2675,0.0708,0.5487,0.0226,0.0096,0.0456,0.0121,0.1066,0.0149,0.0154,0.0391,0.0115,0.0148,0.0571
cg02558623,0.0162,0.0386,0.0299,0.0196,0.041,0.019,0.007,0.0152,0.1221,0.0215,0.0757,0.4562,0.1006,0.5659,0.0302,0.0195,0.0235,0.0276,0.0192,0.0258,0.0467,0.0729,0.07,0.0296,0.0336
cg08124910,0.0036,0.0049,0.0062,0.0075,0.0056,0.006,0.0032,0.0134,0.0123,0.0059,0.0057,0.0983,0.0831,0.2611,0.0195,0.0173,0.0031,0.003,0.0099,0.0539,0.0502,0.006,0.0038,0.0095,0.0075
cg01627847,0.0053,0.0079,0.0096,0.0059,0.0045,0.008,0.0174,0.0523,0.0299,0.0214,0.0075,0.212725,0.1502,0.4206,0.0388,0.0409,0.0438,0.039,0.0424,0.1371,0.1381,0.0318,0.0332,0.035,0.0507
cg03048083,0.0136,0.0155,0.0176,0.0111,0.0122,0.0127,0.0139,0.0359,0.0232,0.0197,0.0109,0.134675,0.1236,0.3603,0.0319,0.0487,0.0214,0.0185,0.0228,0.1204,0.1164,0.0152,0.0118,0.0212,0.011
cg17222164,0.0449,0.0493,0.0486,0.049,0.0454,0.0441,0.0487,0.0758,0.0747,0.0677,0.0425,0.185525,0.1432,0.3527,0.0832,0.0691,0.0494,0.0567,0.0761,0.1417,0.1432,0.0635,0.0588,0.0686,0.0732
cg01663018,0.007,0.0329,0.016,0.0085,0.0175,0.0058,0.0015,0.0038,0.0263,0.0093,0.043,0.170275,0.0574,0.2861,0.027,0.0304,0.0175,0.0503,0.0231,0.0042,0.0157,0.0564,0.0097,0.0528,0.0161
cg00860379,0.0525,0.109,0.0837,0.0578,0.0943,0.059,0.0391,0.0599,0.0863,0.0582,0.1185,0.2884,0.1261,0.3705,0.0932,0.091,0.076,0.1153,0.0849,0.0711,0.0832,0.1024,0.0766,0.1237,0.087
cg18189994,0.0305,0.0627,0.0431,0.0314,0.0504,0.0286,0.0151,0.0334,0.1043,0.0114,0.0802,0.3703,0.0981,0.4324,0.0388,0.0157,0.0259,0.0425,0.0411,0.0457,0.0596,0.0817,0.0736,0.0498,0.0635
cg12738347,0.0308,0.0586,0.0462,0.0296,0.0479,0.0297,0.0112,0.0118,0.0903,0.0178,0.0603,0.449575,0.0677,0.5298,0.0432,0.0158,0.0238,0.0353,0.0255,0.0203,0.0432,0.0598,0.0508,0.0267,0.0414
cg14359435,0.0056,0.0072,0.0096,0.0062,0.0067,0.0096,0.0138,0.0032,0.0925,0.1758,0.0199,0.5672,0.8964,0.9157,0.0169,0.0063,0.029,0.1549,0.0168,0.0066,0.0274,0.2355,0.0093,0.0089,0.0044
cg25538627,0.0336,0.0316,0.0279,0.0373,0.0327,0.0291,0.0247,0.0362,0.0795,0.1524,0.0377,0.351875,0.8052,0.6694,0.0437,0.032,0.0697,0.2138,0.0493,0.0484,0.0616,0.2908,0.0355,0.0446,0.0336
cg23928165,0.0018,0.0025,0.003,0.0033,0.0044,0.0035,0.0032,0.0027,0.3126,0.0032,0.0058,0.570425,0.7329,0.7865,0.0166,0.0153,0.001,0.0176,0.0341,0.0272,0.1047,0.159,0.008,0.0191,0.1097
cg15273468,0.0323,0.0442,0.0366,0.052,0.046,0.0362,0.0382,0.062,0.0884,0.0637,0.056,0.528525,0.243,0.7264,0.0532,0.0574,0.0483,0.0487,0.0567,0.0621,0.0917,0.0603,0.0449,0.0586,0.0884
cg08124910,0.0036,0.0049,0.0062,0.0075,0.0056,0.006,0.0032,0.0134,0.0123,0.0059,0.0057,0.0983,0.0831,0.2611,0.0195,0.0173,0.0031,0.003,0.0099,0.0539,0.0502,0.006,0.0038,0.0095,0.0075
cg01627847,0.0053,0.0079,0.0096,0.0059,0.0045,0.008,0.0174,0.0523,0.0299,0.0214,0.0075,0.212725,0.1502,0.4206,0.0388,0.0409,0.0438,0.039,0.0424,0.1371,0.1381,0.0318,0.0332,0.035,0.0507
cg03048083,0.0136,0.0155,0.0176,0.0111,0.0122,0.0127,0.0139,0.0359,0.0232,0.0197,0.0109,0.134675,0.1236,0.3603,0.0319,0.0487,0.0214,0.0185,0.0228,0.1204,0.1164,0.0152,0.0118,0.0212,0.011
cg17222164,0.0449,0.0493,0.0486,0.049,0.0454,0.0441,0.0487,0.0758,0.0747,0.0677,0.0425,0.185525,0.1432,0.3527,0.0832,0.0691,0.0494,0.0567,0.0761,0.1417,0.1432,0.0635,0.0588,0.0686,0.0732
cg07822305,0.0279,0.0252,0.0312,0.0261,0.026,0.0254,0.0148,0.0245,0.0631,0.0329,0.0207,0.18955,0.0885,0.3211,0.0296,0.0234,0.0283,0.0237,0.0271,0.026,0.0297,0.0252,0.0282,0.025,0.0268
cg25743043,0.0058,0.0092,0.0105,0.007,0.0086,0.0078,0.0025,0.0054,0.0243,0.0065,0.0025,0.162725,0.0672,0.3139,0.0209,0.0089,0.0044,0.0054,0.004,0.0016,0.0053,0.0013,0.002,0.0043,0.0035
cg23304296,0.0585,0.0709,0.0678,0.0638,0.0613,0.0621,0.0471,0.0638,0.1016,0.0745,0.0674,0.164325,0.1062,0.2525,0.0756,0.0698,0.0596,0.0607,0.0694,0.0676,0.0589,0.063,0.0682,0.0651,0.0729
cg11956396,0.0316,0.0391,0.0373,0.0451,0.0447,0.0351,0.0231,0.0201,0.0582,0.037,0.0478,0.070325,0.0773,0.4029,0.0616,0.07,0.0312,0.064,0.0457,0.0037,0.0956,0.037,0.0527,0.0645,0.0378
cg12293340,0.0065,0.0085,0.01,0.0067,0.0077,0.0073,0.0049,0.0115,0.3512,0.0903,0.007,0.10995,0.0649,0.3392,0.0126,0.0128,0.0206,0.0113,0.1016,0.0264,0.0135,0.0185,0.0128,0.0422,0.0186
cg04194674,0.0059,0.0083,0.0066,0.0094,0.0076,0.0078,0.0086,0.01,0.3734,0.019,0.0103,0.4571,0.1211,0.666,0.1026,0.0244,0.0882,0.0134,0.2595,0.0461,0.0194,0.1366,0.0207,0.0282,0.153
cg08822360,0.0638,0.0638,0.0773,0.067,0.0765,0.0638,0.0426,0.0715,0.0974,0.0945,0.0645,0.5298,0.245,0.7929,0.068,0.0955,0.062,0.0796,0.0697,0.0865,0.1265,0.0953,0.0731,0.0841,0.1201
cg08151063,0.0514,0.0542,0.0604,0.0575,0.0567,0.0563,0.0365,0.0622,0.0889,0.096,0.0648,0.4707,0.2377,0.759,0.068,0.0753,0.0534,0.0636,0.0726,0.0815,0.0968,0.0874,0.0605,0.0875,0.1033
cg27209395,0.0356,0.0398,0.0495,0.0216,0.0377,0.0318,0.006,0.0023,0.0327,0.0125,0.0355,0.355025,0.1801,0.49,0.0051,0.0459,0.0051,4e-04,0.0788,0.0366,0.1387,0.1812,0.0629,0.0314,0.0361
cg13738140,0.0059,0.0143,0.0094,0.011,0.0068,0.0073,0.0107,0.0103,0.0197,0.0167,0.0102,0.0411,0.1599,0.1617,0.0205,0.0469,0.0175,0.0175,0.0079,0.0034,0.0117,0.0069,0.0071,0.0112,0.0117
cg22049858,0.0176,0.0214,0.0169,0.0169,0.0193,0.0174,0.0157,0.017,0.1515,0.0209,0.0192,0.513075,0.1354,0.7342,0.0279,0.3028,0.0443,0.0565,0.0539,0.1326,0.0351,0.2584,0.0464,0.1067,0.2087
cg17179875,0.0102,0.0124,0.0104,0.009,0.0118,0.0148,0.0082,0.0327,0.0508,0.0286,0.019,0.115875,0.0617,0.2275,0.0282,0.0337,0.0412,0.0247,0.0261,0.0241,0.0313,0.0256,0.0275,0.0259,0.0293
cg05039004,0.0025,0.0103,0.0079,0.0057,0.007,0.0028,0.0041,0.0039,0.0619,0.0078,0.3675,0.2022,0.353,0.547,0.0072,0.0191,0.004,0.5415,0.0197,0.0089,0.0189,0.0189,0.0086,0.0177,0.0282
cg22973319,0.0045,0.0079,0.0077,0.0059,0.0047,0.0071,0.0023,0.0022,0.0084,0.009,0.0693,0.04885,0.0347,0.1687,0.008,0.0123,0.0095,0.1396,0.0045,0.0066,0.0737,0.0217,0.0029,0.0036,0.0389
cg08822360,0.0638,0.0638,0.0773,0.067,0.0765,0.0638,0.0426,0.0715,0.0974,0.0945,0.0645,0.5298,0.245,0.7929,0.068,0.0955,0.062,0.0796,0.0697,0.0865,0.1265,0.0953,0.0731,0.0841,0.1201
cg08151063,0.0514,0.0542,0.0604,0.0575,0.0567,0.0563,0.0365,0.0622,0.0889,0.096,0.0648,0.4707,0.2377,0.759,0.068,0.0753,0.0534,0.0636,0.0726,0.0815,0.0968,0.0874,0.0605,0.0875,0.1033
cg12865381,0.0592,0.0573,0.0634,0.0608,0.0676,0.0558,0.0351,0.0504,0.0764,0.0971,0.0769,0.50075,0.2742,0.7533,0.0737,0.1225,0.0552,0.0783,0.0753,0.0709,0.0956,0.0899,0.0732,0.0792,0.1063
cg23274680,0.0446,0.0635,0.0649,0.0502,0.0706,0.0508,0.0176,0.016,0.0625,0.0761,0.037,0.09995,0.1205,0.3719,0.1254,0.0756,0.0288,0.0181,0.0213,0.0119,0.0154,0.0328,0.03,0.0222,0.0273
cg07759570,0.0231,0.0198,0.025,0.025,0.0229,0.0234,0.0188,0.0217,0.047,0.8924,0.0254,0.0938,0.1078,0.5057,0.0315,0.0253,0.0318,0.039,0.0086,0.0331,0.0457,0.0108,0.0424,0.0206,0.0124
cg12352124,0.0486,0.0822,0.0695,0.0536,0.0717,0.0427,0.0205,0.0557,0.0808,0.0478,0.0792,0.56865,0.2854,0.6426,0.0636,0.0801,0.0525,0.0916,0.0333,0.0153,0.0425,0.0419,0.0357,0.0957,0.0363
cg00860379,0.0525,0.109,0.0837,0.0578,0.0943,0.059,0.0391,0.0599,0.0863,0.0582,0.1185,0.2884,0.1261,0.3705,0.0932,0.091,0.076,0.1153,0.0849,0.0711,0.0832,0.1024,0.0766,0.1237,0.087
cg19716433,0.006,0.0107,0.0133,0.0101,0.0206,0.0088,0.0082,0.0123,0.1898,0.0119,0.0048,0.356775,0.1649,0.2777,0.0101,0.0132,0.0068,0.0092,0.0066,0.0091,0.0076,0.0031,0.014,0.0121,0.0226
cg04138361,0.0083,0.0072,0.0092,0.0078,0.0086,0.0067,0.0244,0.0208,0.1643,0.0281,0.0122,0.096525,0.0716,0.3036,0.0308,0.0171,0.0764,0.0272,0.0383,0.0351,0.0644,0.0418,0.1675,0.0316,0.029
cg13586420,0.008,0.0093,0.0064,0.0054,0.0084,0.0108,0.0027,0.0077,0.1152,0.0102,0.0118,0.041075,0.0243,0.2117,0.0136,0.0179,0.0173,0.0058,0.0093,0.0138,0.0199,0.0222,0.0332,0.0149,0.014
cg04770813,0.0172,0.016,0.0164,0.0148,0.0129,0.0138,0.0197,0.0137,0.1151,0.0461,0.0214,0.04525,0.0413,0.1489,0.0267,0.0243,0.0387,0.0312,0.0186,0.0091,0.0221,0.0185,0.0575,0.0069,0.0155
cg26944851,0.0605,0.0504,0.0544,0.0388,0.0623,0.0454,0.0598,0.0513,0.2082,0.0538,0.0323,0.62755,0.1017,0.7086,0.0606,0.0699,0.0784,0.0606,0.0904,0.0601,0.1763,0.0662,0.1748,0.0657,0.0795
cg23636941,0.0623,0.1,0.0916,0.0578,0.099,0.058,0.0294,0.0992,0.1368,0.1933,0.1519,0.5417,0.2743,0.5278,0.1176,0.0397,0.1928,0.3381,0.1268,0.1138,0.2748,0.487,0.224,0.1931,0.1683
cg12002708,0.0121,0.0232,0.0199,0.0126,0.024,0.017,0.0151,0.0228,0.0535,0.0545,0.0194,0.336875,0.0836,0.4271,0.0308,0.0131,0.0701,0.1287,0.02,0.0136,0.1092,0.28,0.0553,0.0275,0.0326
cg09250727,0.0369,0.06,0.055,0.042,0.0599,0.0389,0.0249,0.0503,0.1097,0.0733,0.0356,0.212825,0.0832,0.3034,0.0455,0.0431,0.0876,0.1266,0.0303,0.0271,0.106,0.2281,0.0602,0.0361,0.0441
cg03876823,0.0947,0.1031,0.0881,0.0854,0.1009,0.0973,0.0278,0.0199,0.1108,0.091,0.0877,0.085,0.0935,0.1531,0.1186,0.1362,0.0494,0.0442,0.0354,0.0154,0.0433,0.0616,0.0301,0.0303,0.0271
cg18189994,0.0305,0.0627,0.0431,0.0314,0.0504,0.0286,0.0151,0.0334,0.1043,0.0114,0.0802,0.3703,0.0981,0.4324,0.0388,0.0157,0.0259,0.0425,0.0411,0.0457,0.0596,0.0817,0.0736,0.0498,0.0635
cg12738347,0.0308,0.0586,0.0462,0.0296,0.0479,0.0297,0.0112,0.0118,0.0903,0.0178,0.0603,0.449575,0.0677,0.5298,0.0432,0.0158,0.0238,0.0353,0.0255,0.0203,0.0432,0.0598,0.0508,0.0267,0.0414
cg12804010,0.027,0.0887,0.0497,0.038,0.0604,0.0274,0.017,0.0209,0.0166,0.0486,0.0354,0.112525,0.0983,0.3585,0.0215,0.1257,0.0202,0.0371,0.0194,0.0206,0.2653,0.0257,0.0345,0.0407,0.0213
cg11166108,0.047,0.0468,0.0481,0.0404,0.0431,0.0456,0.0294,0.0449,0.0526,0.0469,0.045,0.41605,0.1483,0.447,0.0492,0.0392,0.0447,0.0418,0.0565,0.0488,0.0426,0.0708,0.0429,0.0472,0.0501
cg16201038,0.0571,0.1364,0.08,0.0539,0.1018,0.05,0.0355,0.0251,0.0606,0.0622,0.085,0.578125,0.3517,0.7487,0.0632,0.2978,0.0327,0.1474,0.074,0.0274,0.0253,0.1773,0.0309,0.0771,0.0508
cg09662694,0.0394,0.0488,0.0504,0.0416,0.05,0.0377,0.0097,0.0108,0.0579,0.1334,0.0354,0.100575,0.1122,0.0883,0.0565,0.0535,0.0301,0.0148,0.0298,0.0051,0.0165,0.0088,0.0263,0.0195,0.0137
cg03128635,0.009,0.0127,0.0104,0.0059,0.011,0.0064,0.0048,0.0026,0.0232,0.4662,0.0084,0.149625,0.2899,0.3256,0.0294,0.0046,0.0191,0,0.0605,0.0035,0.0094,0.0133,0.0028,0.0248,0.0033
cg12930553,0.0374,0.054,0.0694,0.0435,0.0802,0.034,0.035,0.0506,0.1382,0.3932,0.0257,0.2583,0.334,0.3456,0.0572,0.0271,0.1298,0.05,0.2513,0.1164,0.0879,0.1204,0.0574,0.1461,0.0792
cg18815025,0.0407,0.0481,0.0515,0.0508,0.0512,0.0408,0.03,0.0339,0.0677,0.2637,0.0434,0.143125,0.1624,0.2105,0.0495,0.0372,0.06,0.0447,0.1318,0.0578,0.054,0.0664,0.0429,0.0528,0.0587
cg14694342,0.0106,0.0191,0.0136,0.0092,0.0111,0.011,0.0031,0.0155,0.0317,0.0078,0.0222,0.34355,0.4291,0.5239,0.0518,0.024,0.0126,0.0252,0.2506,0.135,0.1063,0.2367,0.0492,0.024,0.0423
cg18058994,0.0039,0.003,0.005,0.0034,0.006,0.0051,0.0027,0.002,0.0113,0.0111,0.0062,0.010875,0.0209,0.0985,0.009,0.0239,0.002,0.1934,0.0023,0.0043,0.0253,0.0015,0.001,0.0017,0.0021
cg20898829,0.025,0.0307,0.0275,0.0218,0.0234,0.0246,0.0176,0.0206,0.3801,0.0281,0.0321,0.17265,0.08,0.5393,0.0298,0.0307,0.0773,0.0211,0.3156,0.019,0.2564,0.1809,0.0404,0.0339,0.0912
cg20334252,0.0365,0.0696,0.0602,0.0455,0.0621,0.034,0.0154,0.0219,0.0729,0.0228,0.1066,0.35695,0.1033,0.4293,0.0395,0.036,0.0404,0.0413,0.0614,0.044,0.061,0.0902,0.0567,0.0461,0.0545
cg23695707,0.0076,0.0468,0.0162,0.0099,0.0189,0.008,0.0087,0.0523,0.0158,0.0111,0.0097,0.117375,0.3081,0.3763,0.2037,0.0333,0.0937,0.0279,0.1258,0.0296,0.0208,0.1561,0.0182,0.0241,0.0451
cg05142765,0.0803,0.1393,0.1129,0.0811,0.1258,0.0748,0.0542,0.2498,0.1056,0.0821,0.0753,0.2991,0.3833,0.4338,0.3162,0.1057,0.2612,0.2101,0.4036,0.2053,0.1586,0.3651,0.1491,0.1628,0.2174
cg10353108,0.0388,0.081,0.0412,0.0471,0.041,0.0352,0.0358,0.0313,0.0664,0.234,0.0493,0.3289,0.717,0.7376,0.0402,0.0284,0.0285,0.2591,0.0469,0.0493,0.0716,0.3538,0.0379,0.0521,0.0469
cg12600030,0.0148,0.0132,0.0098,0.0133,0.0137,0.0085,0.0061,0.012,0.0357,0.0333,0.029,0.188375,0.041,0.3483,0.0102,0.267,0.0079,0.0077,0.0077,0.0277,0.0958,0.0049,0.4334,0.0057,0.0192
cg00450784,0.0983,0.0934,0.0671,0.0392,0.0945,0.0632,0.035,0.0433,0.367,0.0552,0.0227,0.32095,0.1453,0.6759,0.0688,0.3129,0.1205,0.0992,0.1161,0.0535,0.0337,0.1643,0.0367,0.0373,0.0561
cg17851046,0.1218,0.1385,0.1201,0.0797,0.1345,0.0771,0.075,0.1096,0.3957,0.0774,0.0591,0.357575,0.1484,0.5528,0.1056,0.273,0.2022,0.1579,0.2348,0.1741,0.1771,0.2636,0.1666,0.1453,0.1708
cg01165043,0.0203,0.0253,0.0246,0.024,0.0249,0.0225,0.0574,0.0234,0.1223,0.0312,0.1715,0.305125,0.3394,0.5924,0.0266,0.032,0.0768,0.0333,0.074,0.0745,0.1315,0.0962,0.3322,0.1164,0.0758
cg27579711,0.0416,0.0478,0.0463,0.0472,0.0438,0.042,0.0572,0.0648,0.1107,0.0842,0.0575,0.291025,0.1437,0.6013,0.0556,0.0535,0.0935,0.0525,0.0914,0.0878,0.1516,0.2403,0.2489,0.0663,0.0831
cg14375937,0.0282,0.0923,0.0551,0.0398,0.0696,0.0234,0.0198,0.2126,0.2523,0.0203,0.0651,0.218225,0.1109,0.629,0.319,0.2921,0.0231,0.0483,0.115,0.068,0.0507,0.0549,0.0764,0.078,0.0787
cg18097224,0.0106,0.0112,0.0061,0.0072,0.0055,0.0084,0.0027,0.0112,0.1338,0.0592,0.0166,0.128175,0.059,0.2297,0.0426,0.0157,0.0739,0.0304,0.0208,0.0504,0.0435,0.0334,0.0367,0.025,0.0489
cg11485451,0.0126,0.0176,0.0151,0.0098,0.0116,0.0109,0.0095,0.0159,0.178,0.0492,0.018,0.1586,0.047,0.2293,0.0532,0.0241,0.1082,0.0385,0.0238,0.046,0.0458,0.0327,0.0522,0.0277,0.0499
cg17487170,0.2641,0.2759,0.2394,0.2332,0.2328,0.2588,0.2142,0.256,0.4622,0.323,0.2148,0.40355,0.3033,0.4775,0.3144,0.23,0.392,0.2324,0.1588,0.2033,0.2372,0.1907,0.3058,0.1821,0.2925
cg13046271,0.0746,0.0781,0.0649,0.0611,0.0664,0.0672,0.0502,0.0753,0.1946,0.1099,0.0697,0.216125,0.1013,0.231,0.1285,0.0667,0.1484,0.0852,0.0979,0.1302,0.1059,0.1176,0.1257,0.0798,0.1414
